번호,종목명,평가액 (억원),자산군 내 비중, 지분율
427,TRANSDIGM GROUP INC,"1,279 ",0.05%,0.29%
428,NEWMONT CORP,"1,275 ",0.05%,0.27%
429,RECRUIT HOLDINGS CO LTD,"1,269 ",0.05%,0.19%
430,INVESTOR AB B SHS,"1,269 ",0.05%,0.30%
431,COCA COLA EUROPACIFIC PARTNE,"1,265 ",0.05%,0.39%
432,IND + COMM BK OF CHINA H,"1,263 ",0.05%,0.22%
433,RYANAIR HOLDINGS PLC SP ADR,"1,260 ",0.05%,0.58%
434,DOMINION ENERGY INC,"1,255 ",0.05%,0.19%
435,SEMPRA ENERGY,"1,254 ",0.05%,0.20%
436,EBAY INC,"1,252 ",0.05%,0.44%
437,SEAWORLD ENTERTAINMENT INC,"1,248 ",0.05%,2.88%
438,RIO TINTO LTD,"1,246 ",0.05%,0.34%
439,ROCKWELL AUTOMATION INC,"1,241 ",0.05%,0.33%
440,VODAFONE GROUP PLC,"1,239 ",0.05%,0.35%
441,RELX PLC,"1,237 ",0.05%,0.19%
442,KIMBERLY CLARK CORP,"1,236 ",0.05%,0.21%
443,MOTOROLA SOLUTIONS INC,"1,235 ",0.05%,0.23%
444,TESCO PLC,"1,232 ",0.05%,0.49%
445,INCYTE CORP,"1,231 ",0.05%,0.54%
446,CAPGEMINI SE,"1,230 ",0.05%,0.34%
447,CANADIAN PACIFIC RAILWAY LTD,"1,229 ",0.05%,0.14%
448,MUENCHENER RUECKVER AG REG,"1,229 ",0.05%,0.21%
449,CLOUDFLARE INC   CLASS A,"1,225 ",0.05%,0.75%
450,JARDINE MATHESON HLDGS LTD,"1,223 ",0.05%,0.65%
451,SVB FINANCIAL GROUP,"1,218 ",0.05%,0.71%
452,TYSON FOODS INC CL A,"1,217 ",0.05%,0.54%
453,TOKIO MARINE HOLDINGS INC,"1,216 ",0.05%,0.22%
454,MARATHON OIL CORP,"1,213 ",0.05%,0.56%
455,ALIGN TECHNOLOGY INC,"1,211 ",0.05%,0.58%
456,HDFC BANK LTD ADR,"1,207 ",0.05%,0.07%
457,NASDAQ INC,"1,186 ",0.05%,0.31%
458,MURATA MANUFACTURING CO LTD,"1,185 ",0.05%,0.28%
459,DASSAULT SYSTEMES,"1,183 ",0.05%,0.20%
460,INFINEON TECHNOLOGIES AG,"1,177 ",0.05%,0.23%
461,PUBLIC STORAGE,"1,177 ",0.05%,0.19%
462,HOLOGIC INC,"1,175 ",0.05%,0.50%
463,FOMENTO ECONOMICO MEX SP ADR,"1,175 ",0.05%,0.55%
464,TC ENERGY CORP,"1,175 ",0.05%,0.23%
465,KYOCERA CORP,"1,174 ",0.05%,0.49%
466,INFOSYS LTD,"1,166 ",0.05%,0.12%
467,MARRIOTT INTERNATIONAL  CL A,"1,166 ",0.05%,0.20%
468,SECOM CO LTD,"1,166 ",0.05%,0.69%
469,HOYA CORP,"1,160 ",0.05%,0.27%
470,BIOGEN INC,"1,155 ",0.05%,0.23%
471,SOFTBANK GROUP CORP,"1,150 ",0.05%,0.12%
472,TATA CONSULTANCY SVCS LTD,"1,145 ",0.05%,0.06%
473,CGI INC,"1,141 ",0.05%,0.49%
474,ICICI BANK LTD,"1,137 ",0.05%,0.12%
475,KEYSIGHT TECHNOLOGIES IN,"1,132 ",0.05%,0.29%
476,DISCOVER FINANCIAL SERVICES,"1,131 ",0.05%,0.33%
477,BLOCK INC,"1,130 ",0.05%,0.26%
478,DARDEN RESTAURANTS INC,"1,129 ",0.05%,0.53%
479,BEIGENE LTD ADR,"1,128 ",0.05%,0.39%
480,AXALTA COATING SYSTEMS LTD,"1,127 ",0.05%,1.58%
481,ADIDAS AG,"1,123 ",0.05%,0.36%
482,FERRARI NV,"1,121 ",0.05%,0.23%
483,DOLLAR TREE INC,"1,120 ",0.05%,0.28%
484,HALEON PLC,"1,115 ",0.05%,0.24%
485,LEGAL + GENERAL GROUP PLC,"1,109 ",0.05%,0.49%
486,RALPH LAUREN CORP,"1,103 ",0.05%,2.01%
487,VERISIGN INC,"1,098 ",0.05%,0.40%
488,ROSS STORES INC,"1,096 ",0.05%,0.22%
489,KKR + CO INC,"1,096 ",0.05%,0.22%
490,TENET HEALTHCARE CORP,"1,094 ",0.05%,1.64%
491,TYLER TECHNOLOGIES INC,"1,094 ",0.05%,0.64%
492,HILTON WORLDWIDE HOLDINGS IN,"1,093 ",0.05%,0.25%
493,SIMON PROPERTY GROUP INC,"1,093 ",0.05%,0.22%
494,COUPANG INC,"1,084 ",0.04%,0.36%
495,CONSTELLATION BRANDS INC A,"1,083 ",0.04%,0.20%
496,CHIPOTLE MEXICAN GRILL INC,"1,082 ",0.04%,0.22%
497,SHOPIFY INC   CLASS A,"1,081 ",0.04%,0.25%
498,MERCK KGAA,"1,080 ",0.04%,0.34%
499,ALCON INC,"1,074 ",0.04%,0.25%
500,PAYCOM SOFTWARE INC,"1,063 ",0.04%,0.45%
501,HON HAI PRECISION INDUSTRY,"1,061 ",0.04%,0.19%
502,B3 SA BRASIL BOLSA BALCAO,"1,055 ",0.04%,0.55%
503,ROBERT HALF INTL INC,"1,055 ",0.04%,1.04%
504,LPL FINANCIAL HOLDINGS INC,"1,053 ",0.04%,0.48%
505,LEGRAND SA,"1,048 ",0.04%,0.39%
506,GENMAB A/S,"1,046 ",0.04%,0.30%
507,WW GRAINGER INC,"1,046 ",0.04%,0.29%
508,MACQUARIE GROUP LTD,"1,046 ",0.04%,0.19%
509,CANON INC,"1,035 ",0.04%,0.28%
510,VOLKSWAGEN AG PREF,"1,034 ",0.04%,0.32%
511,KRAFT HEINZ CO/THE,"1,032 ",0.04%,0.16%
512,NIDEC CORP,"1,032 ",0.04%,0.26%
513,AKER BP ASA,"1,031 ",0.04%,0.42%
514,CBOE GLOBAL MARKETS INC,"1,030 ",0.04%,0.61%
515,SCB X PCL FOREIGN,"1,016 ",0.04%,0.77%
516,ICON PLC,"1,015 ",0.04%,0.50%
517,JACOBS SOLUTIONS INC,"1,010 ",0.04%,0.52%
518,BARCLAYS PLC,"1,009 ",0.04%,0.26%
519,PTC INC,"1,009 ",0.04%,0.56%
520,YUM  BRANDS INC,"1,008 ",0.04%,0.22%
521,PUBLICIS GROUPE,"1,005 ",0.04%,0.49%
522,SUN HUNG KAI PROPERTIES,"1,001 ",0.04%,0.20%
523,VEEVA SYSTEMS INC CLASS A,993 ,0.04%,0.34%
524,XCEL ENERGY INC,992 ,0.04%,0.20%
525,NETEASE INC,991 ,0.04%,0.16%
526,NESTE OYJ,988 ,0.04%,0.22%
527,CARRIER GLOBAL CORP,988 ,0.04%,0.23%
528,MIZUHO FINANCIAL GROUP INC,985 ,0.04%,0.22%
529,ZOOM VIDEO COMMUNICATIONS A,984 ,0.04%,0.47%
530,RENTOKIL INITIAL PLC,984 ,0.04%,0.50%
531,WARNER BROS DISCOVERY INC,980 ,0.04%,0.34%
532,SOFTBANK CORP,977 ,0.04%,0.14%
533,SGS SA REG,976 ,0.04%,0.44%
534,SNOWFLAKE INC CLASS A,975 ,0.04%,0.17%
535,KONE OYJ B,975 ,0.04%,0.33%
536,PALO ALTO NETWORKS INC,973 ,0.04%,0.18%
537,WESFARMERS LTD,971 ,0.04%,0.22%
538,FLOWSERVE CORP,971 ,0.04%,1.91%
539,STERIS PLC,967 ,0.04%,0.41%
540,SEA LTD ADR,963 ,0.04%,0.28%
541,REALTY INCOME CORP,962 ,0.04%,0.19%
542,ONEOK INC,960 ,0.04%,0.26%
543,DSV A/S,955 ,0.04%,0.22%
544,AMADEUS IT GROUP SA,949 ,0.04%,0.32%
545,DAIKIN INDUSTRIES LTD,942 ,0.04%,0.17%
546,LABORATORY CRP OF AMER HLDGS,942 ,0.04%,0.36%
547,BAKER HUGHES CO,941 ,0.04%,0.25%
548,VULCAN MATERIALS CO,941 ,0.04%,0.32%
549,US FOODS HOLDING CORP,938 ,0.04%,0.97%
550,REPSOL SA,931 ,0.04%,0.34%
551,AL RAJHI BANK,925 ,0.04%,0.09%
552,CHR HANSEN HOLDING A/S,924 ,0.04%,0.77%
553,AXIS BANK LTD,918 ,0.04%,0.21%
554,BROOKFIELD CORP,905 ,0.04%,0.14%
555,PUBLIC SERVICE ENTERPRISE GP,901 ,0.04%,0.23%
556,MEDIATEK INC,900 ,0.04%,0.22%
557,ALBEMARLE CORP,898 ,0.04%,0.28%
558,COGNEX CORP,897 ,0.04%,0.87%
559,FIRST QUANTUM MINERALS LTD,897 ,0.04%,0.49%
560,DEUTSCHE BOERSE AG,895 ,0.04%,0.22%
561,LITHIA MOTORS INC,895 ,0.04%,1.26%
562,FORTESCUE METALS GROUP LTD,894 ,0.04%,0.16%
563,BIO TECHNE CORP,892 ,0.04%,0.54%
564,SUN COMMUNITIES INC,892 ,0.04%,0.40%
565,BOOZ ALLEN HAMILTON HOLDINGS,890 ,0.04%,0.51%
566,LONDON STOCK EXCHANGE GROUP,886 ,0.04%,0.16%
567,WUXI APPTEC CO LTD H,877 ,0.04%,1.66%
568,ON SEMICONDUCTOR,876 ,0.04%,0.26%
569,KBC GROUP NV,875 ,0.04%,0.26%
570,EQUIFAX INC,874 ,0.04%,0.29%
571,ICICI BANK LTD SPON ADR,872 ,0.04%,0.09%
572,SHOPIFY INC   CLASS A,872 ,0.04%,0.20%
573,NIO INC   ADR,869 ,0.04%,0.46%
574,ECOLAB INC,866 ,0.04%,0.16%
575,MITSUBISHI ESTATE CO LTD,861 ,0.04%,0.40%
576,KUEHNE   NAGEL INTL AG REG,856 ,0.04%,0.24%
577,FERGUSON PLC,856 ,0.04%,0.26%
578,BAIDU INC   SPON ADR,851 ,0.04%,0.21%
579,MARUBENI CORP,849 ,0.04%,0.34%
580,IMPERIAL OIL LTD,849 ,0.04%,0.24%
581,TECHTRONIC INDUSTRIES CO LTD,849 ,0.04%,0.33%
582,HARTFORD FINANCIAL SVCS GRP,848 ,0.04%,0.28%
583,P G + E CORP,848 ,0.04%,0.21%
584,COMPAGNIE DE SAINT GOBAIN,848 ,0.04%,0.27%
585,ST JAMES S PLACE PLC,839 ,0.03%,0.92%
586,CARDINAL HEALTH INC,835 ,0.03%,0.33%
587,SOCIETE GENERALE SA,830 ,0.03%,0.31%
588,DATADOG INC   CLASS A,830 ,0.03%,0.31%
589,PACCAR INC,825 ,0.03%,0.19%
590,AVANTOR INC,824 ,0.03%,0.46%
591,VONOVIA SE,824 ,0.03%,0.35%
592,NOKIA OYJ,823 ,0.03%,0.25%
593,ORANGE,821 ,0.03%,0.25%
594,KUBOTA CORP,820 ,0.03%,0.39%
595,SANTOS LTD,811 ,0.03%,0.40%
596,ROBLOX CORP  CLASS A,811 ,0.03%,0.41%
597,WUXI BIOLOGICS CAYMAN INC,809 ,0.03%,0.20%
598,SIKA AG REG,804 ,0.03%,0.17%
599,AIRBNB INC CLASS A,803 ,0.03%,0.19%
600,ENPHASE ENERGY INC,800 ,0.03%,0.18%
601,BARRICK GOLD CORP,796 ,0.03%,0.21%
602,OTIS WORLDWIDE CORP,794 ,0.03%,0.19%
603,GOODMAN GROUP,793 ,0.03%,0.28%
604,WELLTOWER INC,792 ,0.03%,0.20%
605,FMC CORP,791 ,0.03%,0.40%
606,IMPERIAL BRANDS PLC,790 ,0.03%,0.27%
607,WEYERHAEUSER CO,788 ,0.03%,0.27%
608,VOLVO AB B SHS,786 ,0.03%,0.22%
609,DEUTSCHE BANK AG REGISTERED,785 ,0.03%,0.27%
610,ASTELLAS PHARMA INC,778 ,0.03%,0.22%
611,SPOTIFY TECHNOLOGY SA,778 ,0.03%,0.40%
612,WESTERN UNION CO,774 ,0.03%,1.15%
613,ARISTA NETWORKS INC,773 ,0.03%,0.16%
614,BOC HONG KONG HOLDINGS LTD,772 ,0.03%,0.17%
615,LEAR CORP,772 ,0.03%,0.83%
616,LARSEN + TOUBRO LTD,768 ,0.03%,0.17%
617,GLOBAL PAYMENTS INC,768 ,0.03%,0.23%
618,KONINKLIJKE DSM NV,765 ,0.03%,0.28%
619,CELLNEX TELECOM SA,763 ,0.03%,0.26%
620,GOLD FIELDS LTD,763 ,0.03%,0.65%
621,INSULET CORP,763 ,0.03%,0.29%
622,M + T BANK CORP,761 ,0.03%,0.24%
623,ARAMARK,759 ,0.03%,0.56%
624,GALAXY ENTERTAINMENT GROUP L,757 ,0.03%,0.21%
625,SUMITOMO CORP,757 ,0.03%,0.29%
626,CONSTELLATION SOFTWARE INC,755 ,0.03%,0.18%
627,KERRY GROUP PLC A,753 ,0.03%,0.37%
628,REGAL REXNORD CORP,752 ,0.03%,0.76%
629,UNICREDIT SPA,748 ,0.03%,0.22%
630,NASPERS LTD N SHS,747 ,0.03%,0.08%
631,INTERTEK GROUP PLC,744 ,0.03%,0.75%
632,DIGITAL REALTY TRUST INC,740 ,0.03%,0.20%
633,CK HUTCHISON HOLDINGS LTD,739 ,0.03%,0.25%
634,ENGIE,736 ,0.03%,0.17%
635,EPIROC AB A,733 ,0.03%,0.39%
636,CREDIT SUISSE GROUP AG REG,732 ,0.03%,0.62%
637,HDFC BANK LIMITED,731 ,0.03%,0.05%
638,CENOVUS ENERGY INC,725 ,0.03%,0.15%
639,SOMPO HOLDINGS INC,725 ,0.03%,0.37%
640,STMICROELECTRONICS NV,724 ,0.03%,0.18%
641,DIAMONDBACK ENERGY INC,724 ,0.03%,0.23%
642,VICI PROPERTIES INC,721 ,0.03%,0.18%
643,ETSY INC,719 ,0.03%,0.38%
644,ORIENTAL LAND CO LTD,718 ,0.03%,0.11%
645,VMWARE INC CLASS A  W/I,715 ,0.03%,0.11%
646,UNITED RENTALS INC,714 ,0.03%,0.23%
647,UNIVERSAL MUSIC GROUP NV,709 ,0.03%,0.13%
648,LYONDELLBASELL INDU CL A,708 ,0.03%,0.21%
649,EVOLUTION AB,705 ,0.03%,0.27%
650,FRANKLIN RESOURCES INC,701 ,0.03%,0.42%
651,EQUITY RESIDENTIAL,695 ,0.03%,0.25%
652,REPUBLIC SERVICES INC,694 ,0.03%,0.13%
653,MITSUBISHI ELECTRIC CORP,693 ,0.03%,0.26%
654,AMERISOURCEBERGEN CORP,691 ,0.03%,0.16%
655,HUNTINGTON BANCSHARES INC,691 ,0.03%,0.27%
656,CITIZENS FINANCIAL GROUP,691 ,0.03%,0.28%
657,GIVAUDAN REG,686 ,0.03%,0.19%
658,MOLSON COORS BEVERAGE CO   B,684 ,0.03%,0.52%
659,CHUGAI PHARMACEUTICAL CO LTD,682 ,0.03%,0.13%
660,CREDICORP LTD,679 ,0.03%,0.50%
661,OVERSEA CHINESE BANKING CORP,677 ,0.03%,0.13%
662,HINDUSTAN UNILEVER LTD,676 ,0.03%,0.07%
663,EDISON INTERNATIONAL,675 ,0.03%,0.22%
664,BUNGE LTD,674 ,0.03%,0.36%
665,CAE INC,671 ,0.03%,0.86%
666,MS+AD INSURANCE GROUP HOLDIN,668 ,0.03%,0.31%
667,FAST RETAILING CO LTD,665 ,0.03%,0.08%
668,CONSTELLATION ENERGY,661 ,0.03%,0.19%
669,COTERRA ENERGY INC,658 ,0.03%,0.27%
670,C.H. ROBINSON WORLDWIDE INC,658 ,0.03%,0.48%
671,ADVANCE AUTO PARTS INC,658 ,0.03%,0.60%
672,AVALONBAY COMMUNITIES INC,656 ,0.03%,0.23%
673,PETROBRAS   PETROLEO BRAS PR,654 ,0.03%,0.20%
674,JAPAN POST HOLDINGS CO LTD,652 ,0.03%,0.17%
675,TRAVIS PERKINS PLC,652 ,0.03%,2.26%
676,VERTIV HOLDINGS CO,650 ,0.03%,1.00%
677,BAXTER INTERNATIONAL INC,644 ,0.03%,0.20%
678,KEYCORP,643 ,0.03%,0.31%
679,AKZO NOBEL N.V.,637 ,0.03%,0.43%
680,COLOPLAST B,637 ,0.03%,0.22%
681,EPAM SYSTEMS INC,634 ,0.03%,0.27%
682,WEC ENERGY GROUP INC,633 ,0.03%,0.17%
683,THE SAUDI NATIONAL BANK,632 ,0.03%,0.08%
684,WHITBREAD PLC,632 ,0.03%,0.80%
685,KOTAK MAHINDRA BANK LTD,630 ,0.03%,0.11%
686,KEURIG DR PEPPER INC,629 ,0.03%,0.10%
687,LINDE PLC,627 ,0.03%,0.03%
688,LINK REIT,627 ,0.03%,0.32%
689,SAUDI ARABIAN OIL CO,626 ,0.03%,0.00%
690,KWEICHOW MOUTAI CO LTD A,625 ,0.03%,0.02%
691,MOLINA HEALTHCARE INC,625 ,0.03%,0.26%
692,GENUINE PARTS CO,620 ,0.03%,0.20%
693,IDEX CORP,620 ,0.03%,0.28%
694,UNILEVER PLC,619 ,0.03%,0.04%
695,WALMART DE MEXICO SAB DE CV,618 ,0.03%,0.08%
696,FUJIFILM HOLDINGS CORP,618 ,0.03%,0.19%
697,STEEL DYNAMICS INC,612 ,0.03%,0.28%
698,ERICSSON LM B SHS,612 ,0.03%,0.27%
699,CARLSBERG AS B,610 ,0.03%,0.34%
700,GAMING AND LEISURE PROPERTIE,608 ,0.03%,0.36%
701,NATIONAL BANK OF CANADA,605 ,0.03%,0.21%
702,TOPGOLF CALLAWAY BRANDS CORP,603 ,0.03%,1.30%
703,JAPAN TOBACCO INC,600 ,0.02%,0.12%
704,HORIZON THERAPEUTICS PLC,598 ,0.02%,0.18%
705,DAIWA HOUSE INDUSTRY CO LTD,597 ,0.02%,0.31%
706,SYNCHRONY FINANCIAL,595 ,0.02%,0.32%
707,CORNING INC,594 ,0.02%,0.17%
708,NIPPON STEEL CORP,594 ,0.02%,0.28%
709,CBRE GROUP INC   A,593 ,0.02%,0.19%
710,LOBLAW COMPANIES LTD,592 ,0.02%,0.16%
711,CHINA MERCHANTS BANK H,591 ,0.02%,0.18%
712,HOWMET AEROSPACE INC,590 ,0.02%,0.29%
713,BANK OF CHINA LTD H,589 ,0.02%,0.15%
714,DAVIDE CAMPARI MILANO NV,588 ,0.02%,0.39%
715,ARCELORMITTAL,588 ,0.02%,0.20%
716,ZEBRA TECHNOLOGIES CORP CL A,585 ,0.02%,0.35%
717,AES CORP,581 ,0.02%,0.24%
718,FORTIS INC,580 ,0.02%,0.24%
719,OMV AG,579 ,0.02%,0.27%
720,FAIR ISAAC CORP,579 ,0.02%,0.31%
721,OTP BANK PLC,578 ,0.02%,0.61%
722,ULTA BEAUTY INC,576 ,0.02%,0.19%
723,FIRSTENERGY CORP,575 ,0.02%,0.19%
724,TRANSURBAN GROUP,572 ,0.02%,0.17%
725,PERKINELMER INC,572 ,0.02%,0.25%
726,HOWARD HUGHES CORP/THE,572 ,0.02%,1.18%
727,KOMATSU LTD,571 ,0.02%,0.21%
728,JM SMUCKER CO/THE,571 ,0.02%,0.27%
729,GRUPO MEXICO SAB DE CV SER B,571 ,0.02%,0.16%
730,ALNYLAM PHARMACEUTICALS INC,570 ,0.02%,0.15%
731,OWENS CORNING,568 ,0.02%,0.56%
732,SWISS RE AG,566 ,0.02%,0.15%
733,SSE PLC,564 ,0.02%,0.20%
734,ARCH CAPITAL GROUP LTD,564 ,0.02%,0.19%
735,LUKOIL PJSC,564 ,0.02%,0.12%
736,MITSUI FUDOSAN CO LTD,564 ,0.02%,0.25%
737,DELL TECHNOLOGIES  C,564 ,0.02%,0.46%
738,PRINCIPAL FINANCIAL GROUP,563 ,0.02%,0.22%
739,APA CORP,563 ,0.02%,0.30%
740,CROWDSTRIKE HOLDINGS INC   A,561 ,0.02%,0.19%
741,MICHELIN (CGDE),560 ,0.02%,0.22%
742,FIFTH THIRD BANCORP,558 ,0.02%,0.20%
743,SUN LIFE FINANCIAL INC,552 ,0.02%,0.16%
744,NOVOZYMES A/S B SHARES,550 ,0.02%,0.38%
745,AERCAP HOLDINGS NV,550 ,0.02%,0.30%
746,LIVANOVA PLC,550 ,0.02%,1.46%
747,POWER CORP OF CANADA,546 ,0.02%,0.30%
748,TARGA RESOURCES CORP,546 ,0.02%,0.26%
749,SHELL PLC,545 ,0.02%,0.02%
750,EVERSOURCE ENERGY,545 ,0.02%,0.15%
751,APOLLO GLOBAL MANAGEMENT INC,542 ,0.02%,0.12%
752,ALCON INC,540 ,0.02%,0.13%
753,RWE AG,539 ,0.02%,0.14%
754,FRANCO NEVADA CORP,539 ,0.02%,0.16%
755,NATIONAL BANK OF KUWAIT,536 ,0.02%,0.16%
756,ASHTEAD GROUP PLC,536 ,0.02%,0.17%
757,PEMBINA PIPELINE CORP,533 ,0.02%,0.22%
758,ABCAM PLC SPON ADR,533 ,0.02%,1.18%
759,AP MOLLER MAERSK A/S B,531 ,0.02%,0.22%
760,WOOLWORTHS GROUP LTD,531 ,0.02%,0.15%
761,ZIJIN MINING GROUP CO LTD H,530 ,0.02%,0.54%
762,CAIXABANK SA,530 ,0.02%,0.13%
763,UNITED MICROELECTRONICS CORP,528 ,0.02%,0.25%
764,DAI ICHI LIFE HOLDINGS INC,528 ,0.02%,0.18%
765,ASSICURAZIONI GENERALI,528 ,0.02%,0.15%
766,SKYWORKS SOLUTIONS INC,527 ,0.02%,0.28%
767,VESTAS WIND SYSTEMS A/S,526 ,0.02%,0.14%
768,KAO CORP,526 ,0.02%,0.22%
769,INFOSYS LTD SP ADR,524 ,0.02%,0.05%
770,WORLD WRESTLING ENTERTAIN A,524 ,0.02%,1.39%
771,ORSTED A/S,524 ,0.02%,0.11%
772,ULTRATECH CEMENT LTD,523 ,0.02%,0.17%
773,FIRSTRAND LTD,522 ,0.02%,0.20%
774,AMERICAN WATER WORKS CO INC,522 ,0.02%,0.15%
775,STANLEY BLACK + DECKER INC,520 ,0.02%,0.37%
776,PETROLEO BRASILEIRO SPON ADR,519 ,0.02%,0.10%
777,GEBERIT AG REG,519 ,0.02%,0.24%
778,SWISSCOM AG REG,518 ,0.02%,0.14%
779,SAUDI BASIC INDUSTRIES CORP,518 ,0.02%,0.06%
780,KELLOGG CO,515 ,0.02%,0.17%
781,CF INDUSTRIES HOLDINGS INC,514 ,0.02%,0.24%
782,STELLANTIS NV,512 ,0.02%,0.09%
783,KWEICHOW MOUTAI CO LTD A,512 ,0.02%,0.01%
784,STANDARD CHARTERED PLC,508 ,0.02%,0.18%
785,TELEFONICA SA,506 ,0.02%,0.19%
786,SVENSKA HANDELSBANKEN A SHS,506 ,0.02%,0.20%
787,DELTA ELECTRONICS INC,506 ,0.02%,0.16%
788,DTE ENERGY COMPANY,506 ,0.02%,0.18%
789,NIPPON YUSEN KK,506 ,0.02%,0.33%
790,QATAR NATIONAL BANK,506 ,0.02%,0.09%
791,MONOLITHIC POWER SYSTEMS INC,504 ,0.02%,0.24%
792,EVEREST RE GROUP LTD,504 ,0.02%,0.31%
793,AVIVA PLC,503 ,0.02%,0.27%
794,ANGLOGOLD ASHANTI SPON ADR,503 ,0.02%,0.49%
795,SAMPO OYJ A SHS,499 ,0.02%,0.15%
796,KIRIN HOLDINGS CO LTD,499 ,0.02%,0.28%
797,INTL FLAVORS + FRAGRANCES,498 ,0.02%,0.15%
798,CENTERPOINT ENERGY INC,498 ,0.02%,0.21%
799,WR BERKLEY CORP,498 ,0.02%,0.20%
800,MARKEL CORP,497 ,0.02%,0.22%
801,ORIX CORP,496 ,0.02%,0.19%
802,RAYMOND JAMES FINANCIAL INC,495 ,0.02%,0.17%
803,SAP SE SPONSORED ADR,495 ,0.02%,0.03%
804,PANASONIC HOLDINGS CORP,491 ,0.02%,0.19%
805,ANHUI CONCH CEMENT CO LTD H,489 ,0.02%,0.85%
806,AMERICA MOVIL SAB DE C SER L,489 ,0.02%,0.10%
807,DOVER CORP,488 ,0.02%,0.20%
808,ACS ACTIVIDADES CONS Y SERV,488 ,0.02%,0.47%
809,PARTNERS GROUP HOLDING AG,488 ,0.02%,0.16%
810,LI NING CO LTD,487 ,0.02%,0.17%
811,TEXTRON INC,486 ,0.02%,0.26%
812,INTACT FINANCIAL CORP,486 ,0.02%,0.15%
813,CONTINENTAL AG,485 ,0.02%,0.32%
814,ENTERGY CORP,484 ,0.02%,0.17%
815,BANK LEUMI LE ISRAEL,484 ,0.02%,0.30%
816,THOMSON REUTERS CORP,484 ,0.02%,0.07%
817,CLP HOLDINGS LTD,482 ,0.02%,0.21%
818,TOURMALINE OIL CORP,482 ,0.02%,0.22%
819,MCCORMICK + CO NON VTG SHRS,481 ,0.02%,0.18%
820,COUNTRY GARDEN SERVICES HOLD,479 ,0.02%,0.45%
821,BROWN + BROWN INC,479 ,0.02%,0.23%
822,ITAU UNIBANCO H SPON PRF ADR,479 ,0.02%,0.17%
823,MOSAIC CO/THE,478 ,0.02%,0.25%
824,AMEREN CORPORATION,477 ,0.02%,0.16%
825,SHISEIDO CO LTD,476 ,0.02%,0.19%
826,UNIVERSAL HEALTH SERVICES B,474 ,0.02%,0.41%
827,CHURCH + DWIGHT CO INC,473 ,0.02%,0.19%
828,CORPORATE OFFICE PROPERTIES,472 ,0.02%,1.28%
829,VIATRIS INC,472 ,0.02%,0.28%
830,TEXAS PACIFIC LAND CORP,472 ,0.02%,0.21%
831,CHINA TOURISM GROUP DUTY F H,471 ,0.02%,1.08%
832,AMDOCS LTD,470 ,0.02%,0.34%
833,MID AMERICA APARTMENT COMM,469 ,0.02%,0.20%
834,ITAU UNIBANCO HOLDING S PREF,469 ,0.02%,0.16%
835,OVINTIV INC,468 ,0.02%,0.29%
836,GAZPROM PJSC,465 ,0.02%,0.07%
837,BROWN FORMAN CORP CLASS B,465 ,0.02%,0.18%
838,DENSO CORP,464 ,0.02%,0.09%
839,DNB BANK ASA,462 ,0.02%,0.12%
840,SBERBANK OF RUSSIA PJSC,461 ,0.02%,0.09%
841,ALEXANDRIA REAL ESTATE EQUIT,460 ,0.02%,0.15%
842,UGI CORP,459 ,0.02%,0.47%
843,PPL CORP,458 ,0.02%,0.17%
844,BRIDGESTONE CORP,458 ,0.02%,0.14%
845,PACKAGING CORP OF AMERICA,452 ,0.02%,0.30%
846,CENTRAIS ELETRICAS BRASILIER,452 ,0.02%,0.22%
847,SWEDBANK AB   A SHARES,451 ,0.02%,0.18%
848,CINCINNATI FINANCIAL CORP,449 ,0.02%,0.22%
849,CLOROX COMPANY,447 ,0.02%,0.20%
850,IMPALA PLATINUM HOLDINGS LTD,447 ,0.02%,0.33%
851,VEOLIA ENVIRONNEMENT,445 ,0.02%,0.19%
852,SOUTH32 LTD,444 ,0.02%,0.28%
853,ASSA ABLOY AB B,444 ,0.02%,0.15%
854,BAJAJ FINANCE LTD,442 ,0.02%,0.07%
855,CMS ENERGY CORP,442 ,0.02%,0.19%
856,INTERCONTINENTAL HOTELS GROU,441 ,0.02%,0.35%
857,EXTRA SPACE STORAGE INC,440 ,0.02%,0.18%
858,UPM KYMMENE OYJ,440 ,0.02%,0.17%
859,TELEDYNE TECHNOLOGIES INC,439 ,0.02%,0.18%
860,SBI LIFE INSURANCE CO LTD,438 ,0.02%,0.23%
861,QUANTA SERVICES INC,436 ,0.02%,0.17%
862,TRIP.COM GROUP LTD ADR,434 ,0.02%,0.16%
863,BIOMARIN PHARMACEUTICAL INC,432 ,0.02%,0.18%
864,XYLEM INC,431 ,0.02%,0.17%
865,VENTAS INC,431 ,0.02%,0.19%
866,BROADRIDGE FINANCIAL SOLUTIO,431 ,0.02%,0.22%
867,SANDVIK AB,430 ,0.02%,0.15%
868,SKANDINAVISKA ENSKILDA BAN A,429 ,0.02%,0.14%
869,STANDARD BANK GROUP LTD,429 ,0.02%,0.20%
870,AMCOR PLC,428 ,0.02%,0.19%
871,SEKISUI HOUSE LTD,426 ,0.02%,0.28%
872,INVITATION HOMES INC,422 ,0.02%,0.18%
873,GREAT WEST LIFECO INC,421 ,0.02%,0.15%
874,NEWCREST MINING LTD,421 ,0.02%,0.27%
875,CARREFOUR SA,420 ,0.02%,0.27%
876,BHARTI AIRTEL LTD,420 ,0.02%,0.06%
877,TAKE TWO INTERACTIVE SOFTWRE,419 ,0.02%,0.19%
